UNIX_Timestamp,Tweet_text
1415494012,Not a Michigan st fan but I support any team from Michigan and fuck #OhioState @OhioStAthletics bum ass niggas
1415494017,Sparta fell
1415494017,#Buckeyes
1415494024,Lets give them their first loss at home #B1GFootball #GoBucks #BuckeyeNation #OhioState #BeatSparty
1415494040,It's almost that time #GoBucks #BeatMSU #collegefootball #ohiostate http:\/\/t.co\/HVs3eLKjnI
1415494052,Let's Go Buckeyes O-H #OhioState
1415494056,#Flyers and #Buckeyes = Two TVs and plenty of \ud83c\udf7a\ud83c\udf7a\ud83c\udf7a\ud83c\udf7a
1415494064,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494065,OK being underdogs \u2b55\ufe0f\ud83d\ude4c\ud83d\ude4f\u2b55\ufe0f                   #OhioAgainstTheWorld #howfirmthyfriendship #Buckeyes
1415494076,RT @BuckeyeXtra: Calm before the storm: Nice shot of #Buckeyes football coach Urban Meyer by The Dispatch's Eamon Queeney http:\/\/t.co\/L9OeC\u2026
1415494081,RT @OurHouseIsOHIO: Score predictions?! #OurHouseIsOhio #GoBucks #OhioState #BuckeyeNation http:\/\/t.co\/W2fqAGVWA9
1415494084,#SPARTANSNATION BEAT #BUCKEYES!!!!!! #MSU #GoGreenGoWhite #Football \ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8 @ Central State University http:\/\/t.co\/GnRVP3HCnE
1415494086,@OhioState @Brutus_Buckeye EVERY GAME!! GO #BUCKEYES!!!!
1415494087,Go LSU. I freaking hate #Alabama. #Buckeyes
1415494090,RT @Poker_Squirrel: Dear #Buckeyes 
1415494094,@ToroLocoNC Not sure didn't watch I'm a #Buckeyes fan
1415494103,@GranSportChris I guess we gotta show u what's up as well then! #Buckeyes
1415494111,"RT @buckeyefansonly: Good luck to @OSUCoachMeyer &amp; to all the #OhioState #Buckeyes coaches &amp; players! #GoBucks! \""@SammySilv #BeatSparty!\"" h\u2026"
1415494114,RT @DanielleCasting: #OhioState Vs #MichiganState lets go #Buckeyes O-H \ud83c\udfc8\ud83d\udc4f
1415494119,#UpsetSeason #Buckeyes
1415494125,OSU MHKY leads UNO 3-2 after 1. Teams have combined for 17 shots
1415494130,I have not seen Ohio State plant any sort of spear or stake in the ground yet at Michigan State. #Buckeyes
1415494131,Gooooooooo #Buckeyes #OhioState #bringitmsu http:\/\/t.co\/Pn7BIa8jKj
1415494133,Hey @ABC22FOX45 Judge Judy makes for a poor Ohio State #Buckeyes pre-game show.  Just sayin
1415494135,RT @buckeyefansonly: Since U asked for my prediction
1415494138,RT @NUEMONEY: #BUCKEYENATION 20 MIN TO GO #OSUvsMSU LET'S GET IT #BUCKEYES
1415494149,#BUCKEYES are you ready?
1415494150,RT @CavsPulse: Go LSU. I freaking hate #Alabama. #Buckeyes
1415494153,Lets go buckeyes!!!  Big win tonite!!! #Buckeyes #OSUvsMSU
1415494162,RT @CavsPulse: Go LSU. I freaking hate #Alabama. #Buckeyes
1415494164,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415494165,RT @wsyx6: WIN a FANMUG: Tweet ur #OhioState v #MSU question to @TheFeverABC6. Watch TODAY 7PM. If ur Tweet of the Day
1415494172,RT @rollerCD: Looking at temps in mid-30s and 5 mph winds at kickoff. #Buckeyes
1415494180,@RealAliceCooper Us #Buckeyes forgive you and hope your wrong. #OhioState
1415494182,@Damien_D1Harris #BUCKEYES #SIMPLE.AS.THAT
1415494191,Get live updates and chat in the comments as the #Spartans host the #Buckeyes in a huge #B1G showdown http:\/\/t.co\/ocux9nX5Ao
1415494191,We bout that life!!! Goooooo bucks!!!! #rootforthecarnage #BuckeyeNation #OhioState #OSUvsMSU
1415494203,Need my boys to get this win tonight #OhioState \ud83c\udfc8
1415494204,#Buckeyes #Spartans. Bloodbath in EL. 17 min away. ABC.
1415494210,"RT @Hot_For_Food: What's better than one \""O\""??\nTwo.\n\n#OH\n#Buckeyes http:\/\/t.co\/r9txBqQcWT"
1415494212,RT @BuckeyeXtra: Calm before the storm: Nice shot of #Buckeyes football coach Urban Meyer by The Dispatch's Eamon Queeney http:\/\/t.co\/L9OeC\u2026
1415494215,RT @TaylorHuebner: So ready for this game tonight! #buckeyes
1415494221,RT @CavsPulse: Go LSU. I freaking hate #Alabama. #Buckeyes
1415494225,"@sfpedroscantina where they assure me the #buckeyes game v. #osuvsmsu will be on \""every tv\"" #winning @Brutus_Buckeye @buckeyenation"
1415494231,"\""@ESPNCFB: #OSUvsMSU is only 30 minutes away on ABC.\n\nWho ya got? http:\/\/t.co\/6yyhSpfe8G\"" #Buckeyes"
1415494233,They can take the girl out of Ohio
1415494234,#MichiganState can eat a dick. That's all. #Buckeyes #neverforget1998
1415494245,RT @Kevin_Noon: I have not seen Ohio State plant any sort of spear or stake in the ground yet at Michigan State. #Buckeyes
1415494250,I've been nervous all week about this game \ud83d\ude48\ud83d\ude49\ud83d\ude4a #OhioState #MichiganState
1415494260,#Buckeyes are going to play with a chip on their shoulder tonight. My only concern is J.T. Barrett. He hasn't played in a game this big yet.
1415494271,@LaurenSkubon @PB_n_janer Are you girls ready?  #GoRed #OhioState \ud83d\ude18\ud83d\udc8b\ud83c\udfc8\ud83d\udc8b\ud83d\ude18\ud83c\udfc8
1415494296,Who you got? Retweet for #MichiganState Favorite for #OhioState
1415494298,RT @YahooShannah: They can take the girl out of Ohio
1415494306,Almost time for Brutus and Sparty to do battle in East Lansing in the game of the year to date in the #B1G! #OSUvsMSU #Buckeyes
1415494307,#Buckeyes struggle on natty tv
1415494312,Currently making @bstretch23 listen to Boston's version of the Star-Spangled Banner to get ready for the #Buckeyes game. #Murica #GoBucks
1415494313,Who boos #TBDBITL??  That's it
1415494319,Here we go! #Buckeyes #TheAlumni #OH #youknowhowwedo http:\/\/t.co\/IcWtk1Lbzf
1415494321,Nine minutes til kickoff #MichiganState #OhioState #MSUvsOSU #BeatOhioState #TeamSpartans
1415494327,#OhioStAthletics go bucks! #Buckeyes #BuckeyesConnect http:\/\/t.co\/5dYhR2oKLr
1415494330,RT @UofCFB: Which team are you rooting for tonight?\nRT for #MichiganState\nFAV for #OhioState\n#OSUvsMSU http:\/\/t.co\/WjhEUsZ68F
1415494339,Last time #Buckeyes were an underdog in #BIG10? \n\n#OSUvsMSU
1415494348,#OhioStAthletics go bucks #Buckeyes #BuckeyesConnect http:\/\/t.co\/5dYhR2oKLr
1415494358,Let's go bucks!!! #OhioState
1415494367,We run we win period #GoBucks #OSU #OhioState #OSUvsMSU
1415494368,Let's go Ohio state #OhioState
1415494370,O-H! #Buckeyes http:\/\/t.co\/tKvyNkqYRy
1415494371,#OhioState football: Gene Smith confirms $330
1415494377,Lets Go Bucks! #Buckeyes #OSUvsMSU #BuckeyeNation
1415494377,Gotta love #sirus radio on the road! Let's go #Buckeyes!!! #ncaafootball http:\/\/t.co\/daqiUcRayp
1415494381,RT @BuckeyeXtra: #OhioState football: Gene Smith confirms $330
1415494384,You only have one option for this game tonight and that is to win
1415494386,It will be a double Script Ohio today\u2026 #Buckeyes
1415494388,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494391,RT @BuckeyeXtra: #OhioState football: Gene Smith confirms $330
1415494393,#buckeyes big game for us tonight
1415494396,Let's go #Buckeyes! #BuckeyeNation
1415494403,Kind of a big game tonight. Who are you taking: #Buckeyes or #Spartans? http:\/\/t.co\/57kldQSZ5M
1415494404,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494410,@WarrenSapp Hey Sapp
1415494417,#NCAAFB I am playing\n187 #OhioState + 4.5 - 110 (505pm PST)\n#NHL \n65 #CarolinaHurricanes + 155 (505pm PST)
1415494419,This may be the most I have ever tweeted in one day and the #OhioState game hasn't even started yet.
1415494421,RT @toddporter: Who you got? Retweet for #MichiganState Favorite for #OhioState
1415494426,OK... #Buckeyes #Spartans I'll re-tweet the score predictions!  I don't think OSU's O-Line can handle MSU's Front 7.  I say 34-24 MSU.
1415494429,#Buckeyes pre game by @DjEV \nhttps:\/\/t.co\/0l37txPNYV
1415494429,OHIO STATE BUCKEYES PRE GAME ANTHEM! https:\/\/t.co\/k8D5sUlmhj \n#ohiostate #gobucks #gobuckeyes #buckeyenation #osu http:\/\/t.co\/lHvLmlHnpc
1415494434,RT @ZooVegas: #ncaafootball \n#pickfree\n#OhiostvsMichiganst\n#OhioState +4\n#OhioStatevsMichiganstate \n#ohiostbuckeyes\n#EasyMoney  good luck!!\u2026
1415494434,@IshkabibbleDude Do it ! #GetItDoneBuckeyes #GoBucksBeatSparty #OhioState
1415494436,RT @themoneylineguy: #NCAAFB I am playing\n187 #OhioState + 4.5 - 110 (505pm PST)\n#NHL \n65 #CarolinaHurricanes + 155 (505pm PST)
1415494440,Big game coming up!!! Let's go #OhioState #lethalsports #Buckeyes O-H... http:\/\/t.co\/zM82lTK28U
1415494440,Let go #OhioState
1415494441,Almost time for that ass whipping!! #GoBucks #BeatSparty #BuckeyeNation #Buckeyes #GoBuckeyes #OSUFootball #OhioState #OSUvsMSU \ud83c\udfc8\ud83d\udc80\ud83c\udfc8\ud83d\udc80\ud83c\udfc8\ud83d\udc80\ud83c\udfc8\ud83d\udc80\ud83c\udfc8\ud83d\udc80\ud83c\udfc8\ud83d\udc80
1415494445,#Buckeyes
1415494447,Who is going to win tonight? RETWEET for #MichiganState
1415494463,#BeatSparty #OhioState
1415494464,#Buckeyes: Ohio State football: Gene Smith confirms $330
1415494476,RT @BuckeyeXtra: Calm before the storm: Nice shot of #Buckeyes football coach Urban Meyer by The Dispatch's Eamon Queeney http:\/\/t.co\/L9OeC\u2026
1415494481,RT @DjEV: OHIO STATE BUCKEYES PRE GAME ANTHEM! https:\/\/t.co\/k8D5sUlmhj \n#ohiostate #gobucks #gobuckeyes #buckeyenation #osu http:\/\/t.co\/lHv\u2026
1415494482,Welp here's the season. Championship or bust. #Buckeyes
1415494486,RT @Corbin66: We run we win period #GoBucks #OSU #OhioState #OSUvsMSU
1415494490,People forget the '98 #Buckeyes were the best team in the country that year. If there were a playoff
1415494493,Let's hope #CBJ start isn't a sign of things to come #Buckeyes
1415494494,It. Is. Time. http:\/\/t.co\/VNWGt55SO5\u201d #BuckeyeNation #Buckeyes #GoBucks #OH
1415494495,Come on #Buckeyes time to get that signature win!!!!
1415494499,Getting ready for some Ohio State Football. Go Bucks #OhioState #OhioStatevsMichiganstate #ohiostatefootball
1415494501,A lot of credit to the #Buckeyes for making a Spartan head in their opening marching band sequence #props #class #CollegeGameDay \ud83d\udc9a\ud83c\udfc8\ud83d\udc9a
1415494501,Ok #Buckeyes time to take down the Spartans. I hope it's the #BarrettAndElliotShow tonight #GoBuckeyes ...O...H...
1415494502,BIG game for the Buckeyes! Let's go Buckeyes! #OhioState #OSUvsMSU #football #CollegeGameDay \ud83c\udfc8\ud83d\udc4c
1415494502,GAMETIME BABY!!! #BUCKEYES #OSU
1415494511,It's almost time! RT if you're as excited as we are! Let's go Bucks! #BeatSparty! #OSUvsMSU #OhioState #B1G
1415494520,RT @toddporter: Who you got? Retweet for #MichiganState Favorite for #OhioState
1415494527,Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494531,love love love college football #ohiostate \ud83d\ude08\ud83c\udfc8
1415494532,RT @Kevin_Noon: It will be a double Script Ohio today\u2026 #Buckeyes
1415494536,Beer-check
1415494542,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494542,@GMA #Buckeyes
1415494543,RT @uruproductions: Who is going to win tonight? RETWEET for #MichiganState
1415494544,Starting him early! #Buckeyes #OSU \ud83d\udc99\ud83c\udfc8 http:\/\/t.co\/Wzy3l9Nxc5
1415494545,RT @toddporter: Who you got? Retweet for #MichiganState Favorite for #OhioState
1415494548,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494549,RT @BTNBrentYarina: Kind of a big game tonight. Who are you taking: #Buckeyes or #Spartans? http:\/\/t.co\/57kldQSZ5M
1415494550,@PB_n_janer @LaurenSkubon Gonna be  a fun evening!  \u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\ud83d\udc8b\ud83d\udc8b\ud83d\udc8b#Buckeyes Baby!
1415494551,Let's go #Buckeyes!!!! #BuckeyeNation #BeatSparty #OSUvsMSU
1415494552,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494557,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494561,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494561,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494561,Time for the main event. #Spartans #Buckeyes
1415494566,RT @MLive: Get live updates and chat in the comments as the #Spartans host the #Buckeyes in a huge #B1G showdown http:\/\/t.co\/ocux9nX5Ao
1415494573,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494573,RT @Graham_Couch: A #Buckeyes fan peed on @Brian_Calloway's wife's sister tailgate from a parking garage. Crudest fan base
1415494573,RT @uruproductions: Who is going to win tonight? RETWEET for #MichiganState
1415494574,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494574,The Ohio State Marching Band performs Script Ohio at Spartan Stadium. #Buckeyes #TBDBITL http:\/\/t.co\/lBhK3uVQJT
1415494585,RT @JAmericaCollege: Retweet if you're PUMPED to watch the #Buckeyes tonight! #GoBucks #BeatSparty @Brutus_Buckeye @Buckeye_Corner  @osutra\u2026
1415494586,RT @freepsports: Time for the main event. #Spartans #Buckeyes
1415494588,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494588,RT @DjEV: OHIO STATE BUCKEYES PRE GAME ANTHEM! https:\/\/t.co\/k8D5sUlmhj \n#ohiostate #gobucks #gobuckeyes #buckeyenation #osu http:\/\/t.co\/lHv\u2026
1415494589,#OhioState Woohoo!
1415494592,Its Gametime Babyyyyyyy!!! \ud83c\udfc8\ud83c\udfc8\ud83c\udfc8 #Buckeyes
1415494597,\u2764\ufe0f\ud83c\udfc8 GO Buckeyes!!!  #BuckeyeNation #Buckeyes http:\/\/t.co\/ZrUwGx8pdo
1415494599,RT @toddporter: Who you got? Retweet for #MichiganState Favorite for #OhioState
1415494599,Need I say more?! Hey @justmebvg
1415494609,RT @freepsports: Time for the main event. #Spartans #Buckeyes
1415494613,RT @KeithBritton86: Well
1415494614,@GMA #Buckeyes
1415494614,Listen to No. 14 Ohio State vs No. 8 Michigan State live online or on WKSD #NCAA #Buckeyes #Spartans #stream http:\/\/t.co\/reDqyqtnpf
1415494619,RT @garyljames013: Almost time for that ass whipping!! #GoBucks #BeatSparty #BuckeyeNation #Buckeyes #GoBuckeyes #OSUFootball #OhioState #O\u2026
1415494620,LET'S GOOOOO BUCKS!!! MUST win game!!!! #GoBucks #Buckeyes
1415494622,#LetsGoBucks #LetsGoBucks #OSUvsMSU #GoBucks #OhioState
1415494623,RT @uruproductions: Who is going to win tonight? RETWEET for #MichiganState
1415494624,RT @wsyx6: WIN a FANMUG: Tweet ur #OhioState v #MSU question to @TheFeverABC6. Watch TODAY 7PM. If ur Tweet of the Day
1415494624,It's 'bout that time again!  #Buckeyes gona kick sum Spartan ass!!!  #GoBucks #BuckeyeNation #saturdaynightsalright\n@OhioStAthletics
1415494626,\u201c@GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC! Who ya got
1415494627,Almost game time. Go #Buckeyes! \ud83c\udfc8
1415494627,#Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494627,Almost kickoff! Let's go Bucks! #BigTen #Buckeyes
1415494628,Whole season comes down to the Michigan State game again this year. This is becoming the real rivalry. #Buckeyes
1415494635,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494635,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494635,Let's go #Buckeyes!!!
1415494636,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494636,@maciejepson \u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8\u2764\ufe0f\ud83c\udfc8#Buckeyes #OhioState
1415494637,#Buckeyes
1415494637,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494637,RT @sportney_ann: If #OhioState beats the Spartans tonight I'll shotgun a 4 loko
1415494638,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494639,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494640,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494640,If I had to make a prediction
1415494640,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494642,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494643,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494643,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494643,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494644,#readyforsomefootball #buckeyes #ohiostate #lovethis http:\/\/t.co\/WZe58Cf0dQ
1415494646,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494646,RT @senrobportman: Almost kickoff! Let's go Bucks! #BigTen #Buckeyes
1415494647,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494648,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494648,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494649,Script Ohio at Spartan Stadium. #Buckeyes #Spartans #TBDBITL #ScriptOhio http:\/\/t.co\/V2sHcHE3JJ
1415494650,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494650,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494650,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494650,Lets go #Buckeyes !!!!!!! Even though I want #OSU to win
1415494650,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494652,@GaryNorris15 Its 10 Minutes Until #Buckeyes Take Care Of Business!! Then We'll Be Using The #Megaphone Of Social Media!! contd
1415494653,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494653,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494654,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494655,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494655,#OhioState http:\/\/t.co\/ydnvtWkTeA
1415494656,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494656,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494656,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494656,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494656,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494657,RT @LanternTV: Script Ohio at Spartan Stadium. #Buckeyes #Spartans #TBDBITL #ScriptOhio http:\/\/t.co\/V2sHcHE3JJ
1415494660,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494661,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494661,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494665,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494667,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494668,@jemelehill dear pretty lady Ohio state about to turn up #Buckeyes
1415494669,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494670,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494671,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494671,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494671,#Buckeyes put it all together tonight and win 30-16
1415494672,Ok #Buckeyes let's do this! #BeatSparty #OSUvsMSU
1415494674,Game time!!!!! #GoBucks #BeatSparty #OhioState \ud83c\udd7e\ud83d\ude4c\ud83d\ude4f\ud83c\udd7e O-H
1415494675,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494675,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494676,RT @senrobportman: Almost kickoff! Let's go Bucks! #BigTen #Buckeyes
1415494676,\u201c@sportney_ann: If #OhioState beats the Spartans tonight I'll shotgun a 4 loko\u201d alright Court bet.
1415494677,RT @uruproductions: Who is going to win tonight? RETWEET for #MichiganState
1415494678,It's time for the biggest event of my sports year. No bigger game than this. LET'S GO #BUCKEYES
1415494681,RT @LanternTV: Script Ohio at Spartan Stadium. #Buckeyes #Spartans #TBDBITL #ScriptOhio http:\/\/t.co\/V2sHcHE3JJ
1415494682,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494682,Am I just being a homer? Neither KState or TCU is better than #Buckeyes!
1415494682,Let's go JT! Time to roll over Sparty. #JT #OSUvsMSU #GoBucks #BuckeyeNation #Buckeyes #letsgo
1415494682,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494682,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494684,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494685,RT @LanternTV: Script Ohio at Spartan Stadium. #Buckeyes #Spartans #TBDBITL #ScriptOhio http:\/\/t.co\/V2sHcHE3JJ
1415494685,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494686,RT @DjEV: OHIO STATE BUCKEYES PRE GAME ANTHEM! https:\/\/t.co\/k8D5sUlmhj \n#ohiostate #gobucks #gobuckeyes #buckeyenation #osu http:\/\/t.co\/lHv\u2026
1415494688,RT @senrobportman: Almost kickoff! Let's go Bucks! #BigTen #Buckeyes
1415494689,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494691,What I'm most excited for is Tom Herman going into a playcalling shell as soon as one thing goes wrong. 21-10
1415494692,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494693,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494695,RT @SportzTeez: RT for (8) #MichiganState \ud83c\udfc8\nFAV for (14) #OhioState \ud83c\udfc8\n#MSUvsOSU #OSUvsMSU
1415494695,@GMA @OhioStAthletics @MSU_Athletics @ABC Imma Buckeyes gurl!!! #Buckeyes
1415494696,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494698,Going to be checking my phone often for #Spartans and #Buckeyes.... #SpartyOn
1415494699,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494699,#Buckeyes
1415494699,LET'S GO BUCKEYES!! #OhioState #Buckeyes #OhioPride
1415494700,RT @OhioStAthletics: #Buckeyes ... #GoBucks Beat Sparty! @GMA @MSU_Athletics @ABC http:\/\/t.co\/mdTMQNcWO9
1415494700,RT @GMA: Huge #B1G showdown between @OhioStAthletics and @MSU_Athletics on @ABC!\n\nWho ya got
1415494700,#OhioState has to play mad tonight
