unix_timestamp,tweet_text 
1415494881, almost kickoff! let's go bucks! bigten buckeyes 
1415494881,let's go buckeyes 
1415494882,this intro to the game is giving me goosebumps! osu buckeyes 
1415494882,it's time! ohiostate vs. michiganstate starts now on wzzm13! osuvsmsu 
1415494882, buckeyes ... gobucks beat sparty! https:\/\/t.co\/memsz3cyec @gma @ohiostathletics @msu_athletics @abc 
1415494882, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494882,gogreen! beat the buckeyes 
1415494883, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494884,oh this is going to be stressful buckeyes osuvsmsu 
1415494884,let's get this w boys and take it back to franklin county. buckeyes buckeyenation 
1415494888,it's gametime!!! let's go bucks!!! beat sparty :) msuvsosu gobucks beatsparty buckeyes bleedscarlet 
1415494888,payback time. buckeyes 
1415494890, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494890,game time baby!!! buckeyes 
1415494892,31-24 buckeyes 
1415494892, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494925,this game is bout to be crazy! ohiostate 
1415494925,tv weekend 11.8 ohiostate osuvsmsu cbj ufc hopkinsvskovalev blackdynamite doctorwho http:\/\/t.co\/10pxa2hvzw http:\/\/t.co\/prrqa9vxw1 
1415494925, thedecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e buckeyes http:\/\/t.co\/3mvamrio01 
1415494925, hoping and praying for a buckeye win tonight! ohiostate gobucks 
1415494925,let's go buckeyes. let's get this win. 
1415494925, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494925,@gma @ohiostathletics @msu_athletics @abc buckeyes 
1415494925,the last 3 times michiganstate and ohiostate have met on the gridiron 
1415494925,let's go buckeyes!!! buckeyenation \ud83c\udfc8\u2764\ufe0f 
1415494925,it's bout to go down! buckeyes 
1415494925, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415494925,finally game time! buckeyes 
1415494925,let's go ohu\u2764\ufe0f\ud83d\udc4a\ud83c\udfc8buckeyes 
1415494925,it's time!!! theohiostateuniversity bigten buckeyes http:\/\/t.co\/bjgunexr9t 
1415494925,ready for a football game!! ohiostate buckeyenation http:\/\/t.co\/yawxnnob9l 
1415494925,let's go buckeyes! let's get some revenge from last year \ud83c\udfc8 
1415494925,who you got??\n\n-rt for osu buckeyes\n-fav for msu spartans\n\n#osuvsmsu http:\/\/t.co\/tphstpu8gp 
1415494925, rooting 4 his buddy @rip_jep and all the @ohiostathletics buckeyes tonight! showing his support from the hospital! htt\u2026 
1415494925, who you got? retweet for michiganstate favorite for ohiostate 
1415494925,embracethehate and make 'em bleed scarletandgray buckeyes http:\/\/t.co\/2hxv3ewh9y 
1415494925,lets go buckeyes 
1415494925, ok spartangameday time! gonna kill those fucking buckeyes tonight! let's go sparty!!!! abc bigten 
1415494925,buckeyes buckeyenation silverbullets lets get it on \ud83d\ude0f 
1415494925, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494925,here we go buckeyes gobucks ohiostate 
1415494925,spartans 34 buckeyes 14 osuvsmsu .... 
1415494925,ready for some buckeyes!! buckeyes osuvsmsu 
1415494925,of course i am very biased 
1415494925,if you're not hype right now you don't have a pulse! \ud83d\ude46\ud83d\ude4c\ud83d\ude4f\ud83d\ude46 ohiostate osuvsmsu beatsparty letsgobucks 
1415494926,after auburn's loss tonight michiganstate is hoping for a win against ohiostate to put them one step\u2026 http:\/\/t.co\/r3fzdqw44k 
1415494927,let's go! buckeyes 
1415494928,its time!!!!! beatsparty osuvsmsu buckeyenation buckeyes 
1415494929, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494929, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494929, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494930, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494931,ohiostate 
1415494932,letsgobucks buckeyes buckeyenation 
1415494932,lets go buckeyes!! buckeyenation ohiostate buckeyes 
1415494933,gametime \ud83d\udc4f\ud83c\udfc8\ud83c\udfc8 @msu_football vs. @ohiostfootball spartans buckeyes therematch \ud83d\ude4c saturdaynightfootball 
1415494934,game time.\ud83d\ude24\ud83d\udcaf\ud83c\udfc8 ohiostate 
1415494935, retweet if you're pumped to watch the buckeyes tonight! gobucks beatsparty @brutus_buckeye @buckeye_corner @osutra\u2026 
1415494935, buckeyes ... gobucks beat sparty! https:\/\/t.co\/memsz3cyec @gma @ohiostathletics @msu_athletics @abc 
1415494935,this is the season. lets go buckeyes. beatsparty 
1415494937,espn - ncaaf: no. 14 ohiostate vs. no. 8 michiganstate at 8 pm et on abc\/watchespn; both teams 4-0 in big ten 
1415494937,@lavonte_lee @jsimon_21 yeeah buckeyes fuckmsu 
1415494938,let's go buckeyes gobucks 
1415494939, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494940,game time! buckeyes 
1415494941, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494941,let's go buckeyes\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8 ohiostate 
1415494942, it's time! ohiostate vs. michiganstate starts now on wzzm13! osuvsmsu 
1415494943,o..h........\nwhere my buckeyes at? @theohiostateuniversity 
1415494944, buckeyes ... gobucks beat sparty! https:\/\/t.co\/memsz3cyec @gma @ohiostathletics @msu_athletics @abc 
1415494944, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494944, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494945,urban and his mighty few are about to continue their win-streak in east lansing that has been going strong since '99!!! osu buckeyes o-h! 
1415494946, game time.\ud83d\ude24\ud83d\udcaf\ud83c\udfc8 ohiostate 
1415494947,@gma buckeyes 
1415494947, rooting 4 his buddy @rip_jep and all the @ohiostathletics buckeyes tonight! showing his support from the hospital! htt\u2026 
1415494948,tonight 
1415494950,yeaaaahh let's go buckeyes 
1415494950,go bucks ohiostate buckeyenation 
1415494952,revenge is good for tv narrative purposes. a win and staying in the conference championship hunt matters to everyone else. go buckeyes 
1415494953, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494954,let's go ohio state! biggest game of the year. buckeyes buckeyenation 
1415494954,let's get this dub ohiostate 
1415494955, game time.\ud83d\ude24\ud83d\udcaf\ud83c\udfc8 ohiostate 
1415494955, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494957,here we go buckeyes buckeyenation staystrong ohiostate got thus win primetime osuvsttun 
1415494958, it's bout to go down! buckeyes 
1415494960,game time @carriebeeee. me and jax got our scarlet on right now.ohiostate 
1415494960,my team ohiostate 
1415494960,game time!!!! oh buckeyes 
1415494963, time for the main event. spartans buckeyes 
1415494963, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/1ne0c2mvq2 
1415494965,buckeyes beatsparty 
1415494968,buckeyes put it all together tonight and win 30-16 
1415494968, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494968,it's game time bitches! my buckeyes got this! gobucks osuvsmsu 
1415494969,triple threat cle: on the mark 11.8.14: buckeyes v. michiganstate preview http:\/\/t.co\/h7pcrmbifo http:\/\/t.co\/6tyj2hozy8 
1415494971,go bucks! ohiostate fb 
1415494971, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494972,biggest game of your season 
1415494973, time for the main event. spartans buckeyes 
1415494975,got @bulleitusa bourbon in my glass and ready to watch ohiostate game versus msu. @liquor 
1415494975,my boys gotta play a complete game tonight ohiostate 
1415494976,lets go ohio statteeeeeee!! buckeyes buckeyenation ! 
1415494976,come on buckeyes time show what your about 
1415494976, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494978,let's go buckeyes! osuvsmsu buckeyenation ohiostate http:\/\/t.co\/os07zddnns 
1415494979,that buckeyes michiganstate hype video just got me so freaking pumped 
1415494979,f off ohiostate gogreen 
1415494981,buckeyes are going to play with a chip on their shoulder. my only concern is j.t. barrett. he hasn't played in a game this big yet. snf 
1415494982,buckeyes let's go! osuvsmsu 
1415494984, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494986,good luck buckeyes 
1415494986,@realncaaftalk michiganstate 23 ohiostate 17 
1415494986,nerves r n overload! letsgo buckeyes 
1415494987, almost kickoff! let's go bucks! bigten buckeyes 
1415494987,about that time 
1415494987,saturday night football\ud83d\ude0d\ud83d\ude0d buckeyes 
1415494990,o-h-i-o let's go! buckeyes 
1415494991,buckeyes 
1415494991,been waiting for months for this game ohiostate michiganstate collegefootball collegegameday 
1415494992, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415494993,let's go bucks! this is sparta? so what?? squash sparty! we are the buckeyes we are killer nuts! @11w @landgrant33 http:\/\/t.co\/hd7qnscxmg 
1415494995,let's go osu\u2764\ufe0f\ud83d\udc4a\ud83c\udfc8buckeyes 
1415494995,you know \ud83c\udd7ebuckeyenation buckeyes gobucks 
1415494997,its about that state ohiostate 
1415494997, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415494997,let's go buckeyes 
1415494998,here we goooooooo!!!! buckeyes let's do this!!!!\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8\ud83c\udfc8 
1415494999, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/1ne0c2mvq2 
1415495000,o-h.... osu msu osuvsmsu ncaafootball football ohio ohiostate edpodcast 
1415495005, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495005,its time. lets go ohio state. beat sparty's ass. beatmsu buckeyenation buckeyes cfbplayoff 
1415495005,gametime! \ud83d\ude21 osuvsmsu gobucks! beatmsu! buckeyenation bucks tosu ohiostate bigten ncaa primetime! \ud83c\udfc8 buckeyes 
1415495005,let's go buckeyes!!!\n#ohiostate \ncome on!!!! 
1415495005, buckeyes ... gobucks beat sparty! https:\/\/t.co\/memsz3cyec @gma @ohiostathletics @msu_athletics @abc 
1415495005, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495006, fired up for buckeyes v spartans tonight. (go bucks!) this trailer gets all fans hyped up! is it game time yet?! http:\/\/t\u2026 
1415495007,it's time buckeyes we will not be denied gobucks 
1415495007,game time! buckeyes \u2764\ufe0f 
1415495008,it would be so awesome if you saw braxton miller walk out of the tunnel in full uniform. ohiostate buckeyes osuvsmsu 
1415495011,here we go buckeyes!! let's go buckeyenation gobucks beatsparty osuvsmsu b1gfootball 
1415495012,let's go buckeyes!! osu ohiostate gobucks 
1415495012,lets goooooo buckeyenation ohiostate 
1415495012,call your shot - buckeyes: 34 michiganstate: 13; barrett is going to light it up tonight. ohiostate ohio buckeyenation 
1415495014,showdown time. spartans buckeyes 
1415495015, rooting 4 his buddy @rip_jep and all the @ohiostathletics buckeyes tonight! showing his support from the hospital! htt\u2026 
1415495016,game time!!!! ohiostate osuvsmsu 
1415495016, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495017,\u201c@buckeyenuthouse: out here with @osublocko spearsparty http:\/\/t.co\/fy6oynlzxe\u201d buckeyegalintx ohiostate gobucks buckeyeforlife \u2b55\ufe0f\ud83d\ude4c 
1415495018,@gma @ohiostathletics @msu_athletics @abc buckeyes http:\/\/t.co\/b3zhmharyq 
1415495020,buckeyes http:\/\/t.co\/szbfppomqo 
1415495021,ohio state has not lost to _ichigan state at home snece 1999. bestfact ohiostate 
1415495021, yeaaaahh let's go buckeyes 
1415495021,lets go bucks !!!! buckeyes 
1415495021, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495021, the big game!\nohiostate vs michiganstate!\ntweet your thoughts 
1415495022, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495022,let's go buckeyes let's get our revenge on sparty!!!! gobucks ohiostate bigten 
1415495023,we don't give a damn for\nthe whole state of michigan! \n \ud83d\ude00\ud83c\udfc8o-h-i-o\ud83c\udfc8\ud83d\ude00\nbeatthespartans buckeyes 
1415495026,c'mon bucks! @ckozick work your alumni magic from the stands!\nbuckeyes 
1415495027,buckeyes we can do this!! jt playing his best game.lbers playing well east\/west. and use your speed!!! kill it when there man2man speed!! 
1415495027, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495028,let's go bucks!!!! ohiostate 
1415495028,o-h!!!! buckeyes osu 
1415495031, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495032,go buckeyes kick michigan state ass 
1415495032,it's football time baby!! go buckeyes!!\ud83c\udfc8\nohiostate buckeyenation bigten beatmsu 
1415495032,go ohiostate let's get this done! http:\/\/t.co\/oxxeou1bvk 
1415495033,rt for ohiostate and favorite for michiganstate! it's game time! 
1415495033,i'll be surprised if tom herman &amp; urban meyer do not come out with a very aggressive offensive game plan to start. buckeyes spartans 
1415495035,@jessicalsmith20 we're watching here in @discover_sc ohiostate michiganstate \ud83c\udfc8 http:\/\/t.co\/lpgrzhofwl 
1415495035,yup it's that time! buckeyes ohiostate ostate 614 o-h-i-o http:\/\/t.co\/zvvbbgzgew 
1415495035,stuck here at the hospital tonight... do me proud buckeyes 
1415495036,go osu!\ud83c\udfc8\ud83c\udfc8 ohiostate ohiostatevsmichiganstate ohiostatefootball 
1415495037,alright let's go buckeyes!! \ud83c\udfc8 ohiostate football 
1415495041, that buckeyes michiganstate hype video just got me so freaking pumped 
1415495041, it's time! ohiostate vs. michiganstate starts now on wzzm13! osuvsmsu 
1415495042,here we go @buckeye_nation! beatsparty osuvsmsu b1g gobucks ohiostate buckeyes 
1415495042,@dj_dizzle_d big game in college football today michiganstate ohiostate 
1415495043, that buckeyes michiganstate hype video just got me so freaking pumped 
1415495043,@hayekandhockey hanging with hayward buckeyes smh 
1415495044, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495045, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495048,@gma @brutus_buckeye @ohiostathletics @msu_athletics @abc buckeyes buckeyeforlife buckeyenation 
1415495049,let's go buckeyes buckeyenation 
1415495050,@gma buckeyes all the way. buckeyenation b1g @ohiostathletics http:\/\/t.co\/olsooakoj4 
1415495052,\u201c@smsbfootball: gametime \ud83d\udc4f\ud83c\udfc8\ud83c\udfc8 @msu_football vs. @ohiostfootball spartans buckeyes therematch \ud83d\ude4c saturdaynightfootball\u201d \ud83d\udc48 gogreen 
1415495052,i believe that we will win! i believe that we will win!! buckeyes 
1415495052,let's go buckeyes !! 
1415495053, rt for ohiostate and favorite for michiganstate! it's game time! 
1415495054,really @tvtag? can't check into buckeyes vs. spartans? http:\/\/t.co\/pu2xv8q36l 
1415495054, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495054, buckeyes http:\/\/t.co\/szbfppomqo 
1415495056, who you got??\n\n-rt for osu buckeyes\n-fav for msu spartans\n\n#osuvsmsu http:\/\/t.co\/tphstpu8gp 
1415495056, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495056,go buckeyes buckeyenation 
1415495057,so pumped for the game tonight ohiostate o-h 
1415495058,@real_liam_payne sshh not now liam. the ohio state game is on. gobucks buckeyes buckeyenation 
1415495061,saturday night football! b1g10 ostate buckeyes let's go! 
1415495061,ohiostate 
1415495064, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495065,go buckeyes!!!! ohiostate buckeyenation 
1415495067,let's go. show the world what you can do. buckeyes osuvsmsu \u2b55\ufe0f\ud83d\ude4c\u2757\ufe0f\u2b55\ufe0f 
1415495068, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495068, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495069,@davittfox dude 
1415495071,hmmmm ohiostate 14 mischiganst 17 gobuckeyes kingofcool @woahitsdustin 
1415495071, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495073, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495073,i've been waiting a year since that abomination of a b10 title game 
1415495075, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495075,gametime baby. go buckeyes buckeyenation ohiostate bigten http:\/\/t.co\/olosuk2rsa 
1415495077,here we go game time in korea buckeyes 
1415495077,@heidelindgren @akers64 buckeyes 
1415495079,michiganstate &amp; ohiostate saturday night football! big big big game! \ud83c\udfc8 
1415495079,we got thiss ohiostate thebestdamnteamintheland \u2764\ufe0f\ud83c\udfc8 
1415495080,got michiganstate over ohiostate http:\/\/t.co\/cfxhvkhuep https:\/\/t.co\/jusrk9cnww http:\/\/t.co\/a3ec1fq9g8 
1415495081,whatever happens this game. i love my team know matter what. gobucks buckeyes revenge 
1415495081,buckeyes 
1415495081,alright buckeyes. let's do this!!!! gobucks 
1415495083,go bucks!!! b1gfootball ohiostate osuvsmsu 
1415495086, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495088, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495088,football &gt; her opinion on football. \n\ngobucks buckeyes buckeyenation 
1415495089, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495090, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495091,remember the buckeyes are young and their best years are ahead of them. gobucks buckeyenation \ud83c\udd7e\ud83d\ude4c\u2139\ufe0f\ud83c\udd7e 
1415495091,no. 7\/6 @msu_football &amp; no. 13\/11 @ohiostathletics are meeting for the 43rd time. buckeyes lead the all-time series 
1415495092, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495092,my game attire. @fakeurban gobucks buckeyes buckeyenation http:\/\/t.co\/o1rnuzwmpb 
1415495092,lets go bucks!!!!!!!! gobucks buckeyenation buckeyes tosu 
1415495092,@gma @ohiostathletics @msu_athletics @abc buckeyes 
1415495095, ohio state buckeyes pre game anthem! https:\/\/t.co\/k8d5sulmhj \nohiostate gobucks gobuckeyes buckeyenation osu http:\/\/t.co\/lhv\u2026 
1415495095,spartans &gt; buckeyes 
1415495096,as if this game wasn't big enough 
1415495096,let's go buckeyes! here we go! buckeyenation ohiostate 
1415495096, biggest game of your season 
1415495097,gobucks battle osuvsmsu primetime buckeyes buckeyenation it's on... 
1415495098,i have so many feelings right now. ohiostate vs michiganstate 
1415495100,buckeyes pass defense has to play better than ever tonight 
1415495100,o-h-i-o 
1415495100,spartaaaans!! what is your profession!!? spartans gameday buckeyes gogreen 
1415495101,is herbstreit wearing a broach? gobucks buckeyes 
1415495101,here we go buckeye_nation! beatsparty osuvsmsu b1g gobucks ohiostate buckeyes via opusnbill http:\/\/t.co\/ywbgjgncdl 
1415495101, no. 7\/6 @msu_football &amp; no. 13\/11 @ohiostathletics are meeting for the 43rd time. buckeyes lead the all-time series 
1415495102,rt cavspulse: that buckeyes michiganstate hype video just got me so freaking pumped via ryanryanfitzy7 http:\/\/t.co\/k7e4ki9tui 
1415495103,hayekandhockey hanging with hayward buckeyes smh via marshallsheldon http:\/\/t.co\/ydzhovaqap 
1415495103,rt ohiostathletics: buckeyes ... gobucks beat sparty! gma msu_athletics abc http:\/\/t.co\/ylhrzom00u via maroo... http:\/\/t.co\/6shql2rnxa 
1415495104,let's go buckeyes! ohiostate 
1415495104,rt gma: huge b1g showdown between ohiostathletics and msu_athletics on abc!\n\nwho ya got 
1415495105,buckeyes!!!!!!! osuvsmsu 
1415495105,o-h \nbuckeyetilidie ohiostate ohiostatefootball 
1415495105,gma brutus_buckeye ohiostathletics msu_athletics abc buckeyes buckeyeforlife buckeyenation via lwar2 http:\/\/t.co\/hexci8zo5g 
1415495105, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495105, i believe that we will win! i believe that we will win!! buckeyes 
1415495106,let's go buckeyes buckeyenation via daniwonder25 http:\/\/t.co\/wvy5o4x39g 
1415495107,gma buckeyes all the way. buckeyenation b1g ohiostathletics http:\/\/t.co\/hkerqzqjly via coachkirsten http:\/\/t.co\/otjkkjanfm 
1415495107,4 of the best things.... jameson 
1415495107,let's go buckeyes !! via thorntontom http:\/\/t.co\/4oikjodgs6 
1415495108,\u201csmsbfootball: gametime \ud83d\udc4f\ud83c\udfc8\ud83c\udfc8 msu_football vs. ohiostfootball spartans buckeyes therematch \ud83d\ude4c saturdaynightfoo... http:\/\/t.co\/2hm5zy3mcv 
1415495109,i believe that we will win! i believe that we will win!! buckeyes via _anthony921 http:\/\/t.co\/d2pjws7icp 
1415495110,really tvtag? can't check into buckeyes vs. spartans? http:\/\/t.co\/tpfv0bbe5l via bethwatkins http:\/\/t.co\/y8qsavs2cf 
1415495111,rt ohiostathletics: buckeyes ... gobucks beat sparty! gma msu_athletics abc http:\/\/t.co\/rvl452ikfj via torir... http:\/\/t.co\/ov9brsqxte 
1415495111, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495111,rt tbroadstock: buckeyes http:\/\/t.co\/nnaptc8dse via angelo7266 http:\/\/t.co\/t8vpra3ah0 
1415495112,rt we_know_sportz: who you got??\n\n-rt for osu buckeyes\n-fav for msu spartans\n\n#osuvsmsu ... http:\/\/t.co\/qn41ko71ux 
1415495113,rt gma: huge b1g showdown between ohiostathletics and msu_athletics on abc!\n\nwho ya got 
1415495113,back to the dark side \nbuckeyes beer http:\/\/t.co\/uh1bzmoxpf 
1415495114,mancave michiganstate ohiostate bigten http:\/\/t.co\/fngvzbkuqh 
1415495114,ohiostate 
1415495114,go buckeyes buckeyenation via carisd http:\/\/t.co\/vxusrehsst 
1415495114,here we go. buckeyes 
1415495114,real_liam_payne sshh not now liam. the ohio state game is on. gobucks buckeyes buckeyenation via lc0021 http:\/\/t.co\/87c03g0qhj 
1415495115,let's go buckeyes buckeyenation 
1415495115,saturday night football! b1g10 ostate buckeyes let's go! via lacednxoxo http:\/\/t.co\/pp4tgcbllv 
1415495116,rt gma: huge b1g showdown between ohiostathletics and msu_athletics on abc!\n\nwho ya got 
1415495116,@collegegameday @ohiostathletics ohiostate ohiostatevsmichiganstate 
1415495116,let's go. show the world what you can do. buckeyes osuvsmsu \u2b55\ufe0f\ud83d\ude4c\u2757\ufe0f\u2b55\ufe0f via devon_stoehr178 http:\/\/t.co\/1serpu5x9a 
1415495117,let's go buckeyes 
1415495117,pack it in buckeyes u got no chance tonight! spartans domination! rosebowlchamps bigtenchamps @msu_football 
1415495117, buckeyes ... gobucks beat sparty! https:\/\/t.co\/memsz3cyec @gma @ohiostathletics @msu_athletics @abc 
1415495117,rt gma: huge b1g showdown between ohiostathletics and msu_athletics on abc!\n\nwho ya got 
1415495118,rt ohiostathletics: buckeyes ... gobucks beat sparty! gma msu_athletics abc http:\/\/t.co\/ylhrzom00u via beeryk http:\/\/t.co\/ez1ns1ireb 
1415495119,davittfox dude 
1415495119,go @msu_football beat ohiostate ..what's a buckeye anyway? spartanbymarriage 
1415495119,rt gma: huge b1g showdown between ohiostathletics and msu_athletics on abc!\n\nwho ya got 
1415495120,o-h.... osu msu osuvsmsu ncaafootball football ohio ohiostate edpodcast via e_d_podcast http:\/\/t.co\/4q6fzzna9x 
1415495120,let's go osu!!!! buckeyes buckeyenation 
1415495120,rt ohiostathletics: buckeyes ... gobucks beat sparty! gma msu_athletics abc http:\/\/t.co\/ylhrzom00u via tbotr... http:\/\/t.co\/d6irbucbao 
1415495121,rt ohiostathletics: buckeyes ... gobucks beat sparty! gma msu_athletics abc http:\/\/t.co\/ylhrzom00u via downt... http:\/\/t.co\/phinful9nm 
1415495121,let's go buckeyes!! osu ohiostate gobucks via erikaa_j14 http:\/\/t.co\/h46gkr0uhr 
1415495122,gametime baby. go buckeyes buckeyenation ohiostate bigten http:\/\/t.co\/4dpfgrkp6l via jason_neeley http:\/\/t.co\/1lqzeekyzv 
1415495123,here we go game time in korea buckeyes via mskyd_army http:\/\/t.co\/mi6o90xeu4 
1415495123,o-h!!!! buckeyes osu via teee_mac http:\/\/t.co\/nbylw1nm75 
1415495124,all these top 10 teams losing is great but unless we show up tonight it doesnt mean anything come on @ohiostate buckeyes survivalsaturday 
1415495125,buckeyes will make you eat your words dantonio 
1415495125,season on the line tonight. time for urban to get his first signature win. let's gobucks! buckeyes 
1415495125,rt we_know_sportz: who you got??\n\n-rt for osu buckeyes\n-fav for msu spartans\n\n#osuvsmsu ... http:\/\/t.co\/qn41ko71ux 
1415495127, buckeyes ... gobucks beat sparty! @gma @msu_athletics @abc http:\/\/t.co\/mdtmqncwo9 
1415495127, buckeyes!!!!!!! osuvsmsu 
1415495127, buckeyes!!!!!!! osuvsmsu 
1415495128,let's do what we do @ohiostathletics!!!! go buckeyes !!!! 
1415495130,i'm with you!!! nerves r n overload! letsgo buckeyes 
1415495130,the showdown is about to begin!!! osuvsmsu letsgobucks ohiostate beatsparty http:\/\/t.co\/aytp9hn2mn 
1415495131,ohio state\ud83d\udd25 ohiostate collegefession 
1415495131, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495132,game time\ud83c\udfc8\ud83c\udfc8 ohiostate gobucks 
1415495135,huge game for ohiostate h-backs marshall and wilson tonight 
1415495137,_ichigan state has not won at home against ohio state sense 1999 bestfact ohiostate 
1415495137,here we go. let's go buckeyes 
1415495138, buckeyes!!!!!!! osuvsmsu 
1415495138,go buckeyes (@ meister's bar in columbus 
1415495139, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495139,let's go \ud83c\udd7ehio state..... buckeyes osu ohio \ud83c\udfc8\ud83c\udfc8\ud83c\udfc8 http:\/\/t.co\/o1nkwdp21h 
1415495141,"\""@buckeyelinds27: let's freaking go!!!!! gobucks beatsparty wegotthis\"" gobucks buckeyes fuckttun buckeyenation" 
1415495141,let's show the b1g is made of!! let's go buckeyes! ohiostate osuvsmsu 
1415495141,lets go buckeyes !!!!!!!!\n@akrotinger http:\/\/t.co\/chkjwlws4m 
1415495143, huge b1g showdown between @ohiostathletics and @msu_athletics on @abc!\n\nwho ya got 
1415495146,\ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\u2b55\ufe0f sqqquuaaadd\u203c\ufe0fohiostate beat michigan st\u2757\ufe0f\u2757\ufe0f 
1415495147,it's about to go down ! ohiostate letsgobucks 
1415495149, buckeyes!!!!!!! osuvsmsu 
1415495153,it's gametime 
